brand,model,year,categoria_antiguedad
Honda,Civic 1.8 S MT,2006-01-01,Antiguo
Mahindra,Quanto C6,2013-01-01,Medio
Datsun,RediGO T Option,2017-01-01,Medio
Hyundai,i20 1.2 Sportz,2011-01-01,Medio
Maruti,Ritz VDi,2012-01-01,Medio
Hyundai,EON Era Plus,2013-01-01,Medio
Maruti,Swift 1.2 DLX,2015-01-01,Medio
Tata,Indigo Classic Dicor,2014-01-01,Medio
Volkswagen,Vento Diesel Comfortline,2012-01-01,Medio
Fiat,Linea T Jet Emotion,2010-01-01,Medio
Maruti,Omni E MPI STD BS IV,2017-01-01,Medio
Maruti,Swift Dzire VDI,2012-01-01,Medio
Toyota,Corolla H6,2007-01-01,Antiguo
Volkswagen,Vento Diesel Comfortline,2012-01-01,Medio
Maruti,Swift Dzire Vdi BSIV,2011-01-01,Medio
Chevrolet,Beat Diesel LT,2013-01-01,Medio
Hyundai,EON Era Plus,2012-01-01,Medio
Fiat,Linea T Jet Emotion,2010-01-01,Medio
Maruti,Wagon R LXI BS IV,2013-01-01,Medio
Hyundai,Verna CRDi SX,2007-01-01,Antiguo
Volkswagen,Polo Petrol Highline 1.2L,2010-01-01,Medio
Tata,Indigo Grand Dicor,2013-01-01,Medio
Tata,Indica Vista TDI LS,2011-01-01,Medio
Nissan,Micra Diesel XV Premium,2013-01-01,Medio
Tata,Indica Vista TDI LS,2013-01-01,Medio
Tata,Spacio SA 6 Seater,2009-01-01,Antiguo
Nissan,Micra XL,2014-01-01,Medio
Hyundai,i20 Magna,2010-01-01,Medio
Datsun,GO T Option BSIV,2015-01-01,Medio
Maruti,Wagon R VXI BS IV,2014-01-01,Medio
Hyundai,Verna SX Diesel,2011-01-01,Medio
Hyundai,i10 Sportz 1.2,2010-01-01,Medio
Maruti,Alto 800 LXI,2016-01-01,Medio
Datsun,RediGO T Option,2017-01-01,Medio
Nissan,Micra XL,2014-01-01,Medio
Tata,New Safari DICOR 2.2 VX 4x2,2010-01-01,Medio
Maruti,Alto 800 LXI,2013-01-01,Medio
Maruti,Alto LXi BSIII,2010-01-01,Medio
Chevrolet,Beat Diesel LT,2013-01-01,Medio
Maruti,Alto 800 VXI,2020-01-01,Reciente
Mahindra,Ingenio CRDe,2015-01-01,Medio
Hyundai,i10 Magna,2012-01-01,Medio
Maruti,Wagon R DUO LPG,2014-01-01,Medio
Hyundai,Getz 1.3 GLS,2008-01-01,Antiguo
Datsun,RediGO 1.0 S,2017-01-01,Medio
Hyundai,EON Era Plus,2014-01-01,Medio
Maruti,Alto 800 LXI Airbag,2012-01-01,Medio
Honda,Civic 1.8 V AT,2009-01-01,Antiguo
Maruti,Alto 800 LXI,2014-01-01,Medio
Maruti,Wagon R VXI BS IV,2014-01-01,Medio
Honda,Civic 1.8 V AT,2009-01-01,Antiguo
Datsun,RediGO 1.0 S,2017-01-01,Medio
Skoda,Rapid 1.6 TDI Ambition,2013-01-01,Medio
Hyundai,EON D Lite,2016-01-01,Medio
Maruti,Omni E MPI STD BS IV,2017-01-01,Medio
Hyundai,i10 Magna,2012-01-01,Medio
Hyundai,EON D Lite,2016-01-01,Medio
Hyundai,EON D Lite,2016-01-01,Medio
Maruti,Alto 800 LXI,2019-01-01,Reciente
Hyundai,i10 Sportz 1.2,2010-01-01,Medio
Maruti,Swift Vdi BSIII,2009-01-01,Antiguo
Mahindra,Scorpio 2.6 Turbo 7 Str,2007-01-01,Antiguo
Chevrolet,Aveo U-VA 1.2 LS,2009-01-01,Antiguo
Honda,City 1.5 V AT Exclusive,2008-01-01,Antiguo
Nissan,Micra Diesel XV Premium,2013-01-01,Medio
Maruti,Alto 800 LXI,2014-01-01,Medio
Hyundai,EON D Lite Plus,2012-01-01,Medio
Maruti,Alto 800 LXI,2014-01-01,Medio
Tata,New Safari DICOR 2.2 EX 4x2,2009-01-01,Antiguo
Maruti,Alto K10 LXI,2014-01-01,Medio
Chevrolet,Beat LT,2012-01-01,Medio
Chevrolet,Beat Diesel LT,2012-01-01,Medio
Maruti,Omni MPI STD BSIV,2018-01-01,Reciente
Maruti,Alto K10 2010-2014 VXI,2011-01-01,Medio
Maruti,Wagon R VXI BS IV,2012-01-01,Medio
Chevrolet,Beat LT,2013-01-01,Medio
Ford,Figo Diesel Titanium,2014-01-01,Medio
Skoda,Laura 1.9 TDI MT Ambiente,2009-01-01,Antiguo
Volkswagen,Vento Diesel Trendline,2011-01-01,Medio
Maruti,Swift Dzire VDI,2014-01-01,Medio
Tata,Indigo TDI,2012-01-01,Medio
Maruti,Wagon R LXI Minor,2008-01-01,Antiguo
Tata,Indica GLS BS IV,2009-01-01,Antiguo
Maruti,Alto K10 VXI,2014-01-01,Medio
Hyundai,EON Era Plus,2013-01-01,Medio
Mahindra,Bolero DI,2006-01-01,Antiguo
Tata,Manza Aura Safire,2010-01-01,Medio
Hyundai,EON Era Plus,2012-01-01,Medio
Toyota,Innova 2.5 V Diesel 7-seater,2005-01-01,Antiguo
Maruti,Swift 1.3 VXi,2006-01-01,Antiguo
Hyundai,EON Era Plus,2015-01-01,Medio
Hyundai,EON Era Plus,2013-01-01,Medio
Honda,Accord VTi-L (MT),2007-01-01,Antiguo
Maruti,Ritz VDi,2011-01-01,Medio
Hyundai,Verna SX Diesel,2010-01-01,Medio
Tata,Manza Aura (ABS) Quadrajet BS IV,2010-01-01,Medio
Tata,Manza Aura Safire,2010-01-01,Medio
Tata,Manza Club Class Quadrajet90 LS,2014-01-01,Medio
Maruti,Alto 800 LXI,2012-01-01,Medio
Chevrolet,Beat PS,2015-01-01,Medio
Volkswagen,Polo Diesel Trendline 1.2L,2012-01-01,Medio
Maruti,Alto 800 LXI,2018-01-01,Reciente
Maruti,Alto K10 2010-2014 VXI,2010-01-01,Medio
Tata,Indica Vista Quadrajet VX,2011-01-01,Medio
Maruti,Swift LXi BSIV,2008-01-01,Antiguo
Maruti,Alto K10 2010-2014 VXI,2012-01-01,Medio
Hyundai,EON Era Plus,2015-01-01,Medio
Mahindra,Xylo Celebration Edition BSIV,2010-01-01,Medio
Tata,Indica Vista Aura Plus 1.3 Quadrajet,2012-01-01,Medio
Chevrolet,Beat LT LPG,2011-01-01,Medio
Chevrolet,Beat Diesel LT,2012-01-01,Medio
Mahindra,Jeep MM 540,1996-01-01,Antiguo
Tata,Manza Club Class Quadrajet90 LS,2014-01-01,Medio
Hyundai,Verna 1.6 i ABS,2009-01-01,Antiguo
Tata,Manza Aura Safire BS IV,2013-01-01,Medio
Renault,KWID RXT,2016-01-01,Medio
Chevrolet,Sail Hatchback LS ABS,2013-01-01,Medio
Ford,Figo Diesel Titanium,2014-01-01,Medio
Mahindra,Renault Logan 1.6 Petrol GLSX,2009-01-01,Antiguo
Ford,Figo Diesel Titanium,2010-01-01,Medio
Tata,Manza Aura Safire BS IV,2013-01-01,Medio
Tata,Indigo CR4,2012-01-01,Medio
Datsun,RediGO T Option,2017-01-01,Medio
Hyundai,Santro Xing GLS,2009-01-01,Antiguo
Chevrolet,Aveo 1.4 LS,2010-01-01,Medio
Ford,Fiesta Diesel Trend,2012-01-01,Medio
Maruti,Swift Dzire VXi,2009-01-01,Antiguo
Maruti,800 Std,2013-01-01,Medio
Mahindra,Verito 1.5 D6 BSIII,2012-01-01,Medio
Honda,Civic 1.8 V AT,2007-01-01,Antiguo
Maruti,Ritz VDi,2011-01-01,Medio
Maruti,Omni MPI STD BSIV,2018-01-01,Reciente
Maruti,Wagon R LXI Minor,2008-01-01,Antiguo
Maruti,Alto 800 LXI,2014-01-01,Medio
Hyundai,Accent Executive,2013-01-01,Medio
Chevrolet,Beat Diesel LT,2012-01-01,Medio
Chevrolet,Beat Diesel LS,2012-01-01,Medio
Maruti,Alto LXi,2011-01-01,Medio
Tata,Indica Vista Aura Plus 1.3 Quadrajet,2012-01-01,Medio
Maruti,Alto 800 LXI,2018-01-01,Reciente
Maruti,Swift 1.3 VXi,2009-01-01,Antiguo
Tata,New Safari 4X4,2007-01-01,Antiguo
Ford,Fiesta 1.5 TDCi Titanium,2012-01-01,Medio
Maruti,Swift 1.3 VXi,2009-01-01,Antiguo
Nissan,Micra Diesel XV,2011-01-01,Medio
Tata,Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012-01-01,Medio
Chevrolet,Beat Diesel LT Option,2009-01-01,Antiguo
Ford,Fiesta 1.5 TDCi Titanium,2011-01-01,Medio
Chevrolet,Optra Magnum 2.0 LS,2011-01-01,Medio
Chevrolet,Beat Diesel LT,2013-01-01,Medio
Maruti,800 AC,2014-01-01,Medio
Chevrolet,Optra Magnum 2.0 LS,2011-01-01,Medio
Hyundai,i10 Magna,2008-01-01,Antiguo
Mahindra,Quanto C8,2012-01-01,Medio
Hyundai,Verna CRDi,2008-01-01,Antiguo
Ford,Endeavour 4x2 XLT,2004-01-01,Antiguo
Hyundai,Santro Xing GLS,2009-01-01,Antiguo
Maruti,Wagon R LXI CNG,2010-01-01,Medio
Tata,Indica Vista TDI LS,2011-01-01,Medio
Maruti,Swift VDI BSIV,2007-01-01,Antiguo
Hyundai,Santro Xing GLS,2009-01-01,Antiguo
Chevrolet,Beat Diesel LS,2013-01-01,Medio
Hyundai,i10 Magna 1.2 iTech SE,2011-01-01,Medio
Maruti,Alto 800 VXI,2018-01-01,Reciente
Hyundai,Santro Xing GLS,2012-01-01,Medio
Maruti,Alto LXi BSIII,2010-01-01,Medio
Hyundai,EON Era Plus,2014-01-01,Medio
Fiat,Linea Active (Diesel),2011-01-01,Medio
Maruti,Swift VDI,2012-01-01,Medio
Hyundai,EON Era Plus,2014-01-01,Medio
Ford,Figo Diesel Celebration Edition,2013-01-01,Medio
Maruti,Alto 800 VXI,2015-01-01,Medio
Hyundai,Verna 1.6 VTVT,2010-01-01,Medio
Maruti,Alto 800 LXI,2014-01-01,Medio
Ford,Fiesta 1.6 ZXi Duratec,2007-01-01,Antiguo
Tata,Manza Aqua Quadrajet BS IV,2012-01-01,Medio
Honda,City 1.5 GXI,2007-01-01,Antiguo
Maruti,Wagon R VXI Optional,2015-01-01,Medio
Maruti,Alto 800 LXI,2019-01-01,Reciente
Honda,City 1.5 GXI,2007-01-01,Antiguo
Hyundai,Santro Xing GLS,2008-01-01,Antiguo
Tata,Nano XM,2015-01-01,Medio
Ford,Figo Diesel Titanium,2011-01-01,Medio
Hyundai,Verna 1.6 VTVT,2010-01-01,Medio
Mahindra,Scorpio SLX 2.6 Turbo 8 Str,2007-01-01,Antiguo
Ford,Figo Diesel Titanium,2011-01-01,Medio
Chevrolet,Beat Diesel LS,2013-01-01,Medio
Skoda,Laura Ambiente,2008-01-01,Antiguo
Maruti,Alto LXi BSIII,2010-01-01,Medio
Hyundai,i10 Magna 1.2 iTech SE,2012-01-01,Medio
Ford,Figo Diesel LXI,2012-01-01,Medio
Ford,Figo Petrol ZXI,2011-01-01,Medio
Tata,Indica Vista TDI LX,2013-01-01,Medio
Tata,Manza Aura Quadrajet,2009-01-01,Antiguo
Maruti,Swift Dzire VDI,2014-01-01,Medio
Tata,Indica Vista TDI LX,2013-01-01,Medio
Tata,Indica Vista Quadrajet VX,2012-01-01,Medio
Tata,Indica Vista Quadrajet VX,2012-01-01,Medio
Fiat,Grande Punto 1.3 Dynamic (Diesel),2012-01-01,Medio
Tata,Indigo CS Emax CNG GLX,2014-01-01,Medio
Mahindra,Bolero SLE BSIII,2007-01-01,Antiguo
Hyundai,Accent Executive CNG,2012-01-01,Medio
Maruti,Alto 800 VXI,2018-01-01,Reciente
Tata,Indigo TDI,2013-01-01,Medio
Tata,Indigo TDI,2013-01-01,Medio
Mahindra,Scorpio 2.6 CRDe,2006-01-01,Antiguo
Chevrolet,Beat Diesel LS,2012-01-01,Medio
Chevrolet,Optra Magnum 2.0 LS BSIII,2012-01-01,Medio
Maruti,Alto LX,2011-01-01,Medio
Chevrolet,Spark 1.0 LT,2010-01-01,Medio
Hyundai,Accent Executive,2012-01-01,Medio
Maruti,Zen Estilo Sports,2009-01-01,Antiguo
Hyundai,i20 1.4 Magna ABS,2009-01-01,Antiguo
Honda,City 1.5 EXI,2004-01-01,Antiguo
Tata,Indica Vista Aqua 1.3 Quadrajet BSIV,2011-01-01,Medio
Tata,Manza ELAN Quadrajet BS IV,2011-01-01,Medio
Maruti,Alto 800 LXI,2014-01-01,Medio
Skoda,Laura L n K 1.9 PD,2008-01-01,Antiguo
Maruti,Alto K10 VXI,2014-01-01,Medio
Maruti,Alto 800 LX,2017-01-01,Medio
Maruti,Wagon R LXI,2009-01-01,Antiguo
Maruti,A-Star Vxi,2010-01-01,Medio
Maruti,Wagon R LXI DUO BS IV,2012-01-01,Medio
Tata,Manza ELAN Quadrajet BS IV,2011-01-01,Medio
Hyundai,i10 Sportz AT,2011-01-01,Medio
Skoda,Fabia 1.2L Diesel Ambiente,2010-01-01,Medio
Maruti,800 AC,2012-01-01,Medio
Tata,Indica Vista Quadrajet LX,2013-01-01,Medio
Maruti,Alto 800 LXI,2014-01-01,Medio
Maruti,Ritz VDi,2011-01-01,Medio
Maruti,A-Star Vxi,2009-01-01,Antiguo
Maruti,Wagon R LXI Minor,2009-01-01,Antiguo
Maruti,Alto 800 LXI,2014-01-01,Medio
Hyundai,EON LPG Magna Plus,2012-01-01,Medio
Maruti,Alto LXi BSIII,2008-01-01,Antiguo
Tata,Indigo CS eLS BS IV,2011-01-01,Medio
Maruti,Alto LXi,2012-01-01,Medio
Chevrolet,Beat LS,2012-01-01,Medio
Maruti,A-Star Vxi,2009-01-01,Antiguo
Maruti,Wagon R LXI,2009-01-01,Antiguo
Hyundai,EON D Lite,2014-01-01,Medio
Tata,Manza Aura (ABS) Quadrajet BS IV,2012-01-01,Medio
Ford,Ikon 1.3L Rocam Flair,2006-01-01,Antiguo
Ford,Figo Diesel LXI,2011-01-01,Medio
Maruti,Wagon R LXI,2009-01-01,Antiguo
Maruti,Swift Vdi BSIII,2009-01-01,Antiguo
Maruti,Swift Vdi BSIII,2010-01-01,Medio
Maruti,Alto LXi,2012-01-01,Medio
Tata,New Safari DICOR 2.2 EX 4x2,2010-01-01,Medio
Maruti,Alto 800 LXI,2017-01-01,Medio
Toyota,Corolla H2,2005-01-01,Antiguo
Volkswagen,Polo Diesel Trendline 1.2L,2011-01-01,Medio
Ford,Figo Diesel ZXI,2011-01-01,Medio
Maruti,Wagon R LXI,2008-01-01,Antiguo
Chevrolet,Spark 1.0 LS,2010-01-01,Medio
Chevrolet,Spark 1.0 LS,2010-01-01,Medio
Maruti,Alto 800 Base,2014-01-01,Medio
Skoda,Laura Ambiente 1.9 PD,2007-01-01,Antiguo
Maruti,SX4 Zxi BSIII,2008-01-01,Antiguo
Maruti,Swift LXI,2011-01-01,Medio
Hyundai,Verna CRDi ABS,2007-01-01,Antiguo
Maruti,Ritz VDi,2009-01-01,Antiguo
Hyundai,Verna CRDi ABS,2007-01-01,Antiguo
Hyundai,i10 Era,2011-01-01,Medio
Mahindra,Scorpio 2.6 CRDe,2005-01-01,Antiguo
Tata,Indigo CS eLX BS IV,2013-01-01,Medio
Maruti,Zen Estilo VXI BSIV,2010-01-01,Medio
Maruti,Swift LXI,2011-01-01,Medio
Ford,Figo Diesel Titanium,2012-01-01,Medio
Tata,Indica Vista Quadrajet LX,2012-01-01,Medio
Maruti,Alto K10 LXI,2012-01-01,Medio
Maruti,Alto LXi,2012-01-01,Medio
Maruti,SX4 Zxi with Leather BSIII,2007-01-01,Antiguo
Hyundai,Verna CRDi SX ABS,2009-01-01,Antiguo
Hyundai,Santro Xing GL Plus,2013-01-01,Medio
Mahindra,Verito 1.5 D2 BSIII,2011-01-01,Medio
Maruti,Alto LXi,2011-01-01,Medio
Maruti,Swift LXI,2011-01-01,Medio
Maruti,Alto K10 LXI,2010-01-01,Medio
Chevrolet,Beat Diesel LT,2013-01-01,Medio
Hyundai,Santro Xing GLS,2010-01-01,Medio
Chevrolet,Beat PS,2014-01-01,Medio
Chevrolet,Aveo 1.4 LS,2008-01-01,Antiguo
Mahindra,Jeep Classic,1999-01-01,Antiguo
Chevrolet,Spark 1.0 LS,2009-01-01,Antiguo
Tata,Indica Vista TDI LS,2010-01-01,Medio
Honda,Civic 1.8 S MT,2007-01-01,Antiguo
Chevrolet,Beat PS,2014-01-01,Medio
Mahindra,Bolero SLX,2011-01-01,Medio
Hyundai,Santro Xing GL Plus,2012-01-01,Medio
Hyundai,Tucson CRDi,2006-01-01,Antiguo
Tata,Indigo CR4,2013-01-01,Medio
Hyundai,EON LPG Magna Plus,2012-01-01,Medio
Hyundai,EON Magna Plus,2012-01-01,Medio
Chevrolet,Sail 1.2 Base,2014-01-01,Medio
Mahindra,Scorpio 2.6 SLX Turbo 7 Seater,2004-01-01,Antiguo
Maruti,Wagon R VXI BS IV,2011-01-01,Medio
Maruti,Eeco 5 STR With AC Plus HTR CNG,2010-01-01,Medio
Maruti,Omni 8 Seater BSIV,2013-01-01,Medio
Hyundai,EON Era Plus,2013-01-01,Medio
Hyundai,EON 1.0 Kappa Magna Plus,2015-01-01,Medio
Maruti,800 Std,2013-01-01,Medio
Fiat,Linea Emotion,2010-01-01,Medio
Tata,Indigo CR4,2013-01-01,Medio
Maruti,Alto K10 2010-2014 VXI,2011-01-01,Medio
Maruti,800 Std,2013-01-01,Medio
Maruti,Wagon R VXI Minor,2010-01-01,Medio
Chevrolet,Optra Magnum 2.0 LT,2011-01-01,Medio
Chevrolet,Spark 1.0 LS,2009-01-01,Antiguo
Maruti,Alto 800 CNG LXI,2012-01-01,Medio
Tata,Manza Club Class Quadrajet90 VX,2013-01-01,Medio
Chevrolet,Beat LS,2016-01-01,Medio
Hyundai,Accent CRDi,2006-01-01,Antiguo
Ford,Figo Diesel Titanium,2010-01-01,Medio
Chevrolet,Beat Diesel,2013-01-01,Medio
Fiat,Punto 1.4 Emotion,2010-01-01,Medio
Maruti,Alto 800 LXI,2006-01-01,Antiguo
Tata,Manza Aqua Quadrajet BS IV,2010-01-01,Medio
Chevrolet,Beat LT,2013-01-01,Medio
Chevrolet,Spark 1.0 LT Option Pack w/ Airbag,2013-01-01,Medio
Chevrolet,Spark 1.0 LT,2011-01-01,Medio
Ford,Fiesta Titanium 1.5 TDCi,2012-01-01,Medio
Maruti,Alto 800 LXI,2006-01-01,Antiguo
Maruti,Wagon R LXI Minor,2009-01-01,Antiguo
Tata,Manza ELAN Quadrajet BS IV,2011-01-01,Medio
Maruti,Gypsy King Hard Top,2000-01-01,Antiguo
Nissan,Micra Active XV S,2013-01-01,Medio
Nissan,Micra Active XV S,2013-01-01,Medio
Maruti,Baleno Vxi,2007-01-01,Antiguo
Hyundai,Santro Xing XG AT,2006-01-01,Antiguo
Maruti,Alto LX BSIII,2006-01-01,Antiguo
Maruti,Alto LXi,2012-01-01,Medio
Tata,Indica Vista Aqua 1.3 Quadrajet,2011-01-01,Medio
Maruti,Wagon R LXI Minor,2007-01-01,Antiguo
Maruti,SX4 Zxi BSIII,2007-01-01,Antiguo
Maruti,Alto LX BSIII,2006-01-01,Antiguo
Maruti,Alto 800 VXI,2014-01-01,Medio
Hyundai,EON D Lite Plus,2012-01-01,Medio
Maruti,Eeco 5 STR With AC Plus HTR CNG,2012-01-01,Medio
Chevrolet,Beat Diesel LS,2012-01-01,Medio
Chevrolet,Beat Diesel,2012-01-01,Medio
Hyundai,EON Era Plus,2013-01-01,Medio
Hyundai,Accent GLE CNG,2009-01-01,Antiguo
Chevrolet,Tavera Neo 3 10 Seats BSIV,2007-01-01,Antiguo
Maruti,Alto 800 LXI,2017-01-01,Medio
Chevrolet,Beat Diesel LS,2012-01-01,Medio
Tata,Indigo LS BSII,2012-01-01,Medio
Chevrolet,Aveo U-VA 1.2 LS,2008-01-01,Antiguo
Toyota,Corolla AE,2006-01-01,Antiguo
Hyundai,i10 Era 1.1,2008-01-01,Antiguo
Hyundai,Verna CRDi,2009-01-01,Antiguo
Maruti,Zen Estilo 1.1 LXI BSIII,2007-01-01,Antiguo
Ford,Figo Diesel Titanium,2010-01-01,Medio
Maruti,Wagon R LXI CNG,2011-01-01,Medio
Hyundai,EON 1.0 Kappa Magna Plus,2015-01-01,Medio
Chevrolet,Beat LS,2011-01-01,Medio
Maruti,Alto LXi,2010-01-01,Medio
Chevrolet,Beat Diesel,2012-01-01,Medio
Tata,Manza Aura Safire BS IV,2010-01-01,Medio
Maruti,Swift VXI BSIII,2006-01-01,Antiguo
Tata,Indigo LS,2010-01-01,Medio
Maruti,Swift 1.3 VXi,2005-01-01,Antiguo
Hyundai,EON Era Plus,2013-01-01,Medio
Nissan,Micra Diesel XV Premium,2011-01-01,Medio
Chevrolet,Beat Diesel LS,2012-01-01,Medio
Hyundai,EON 1.0 Kappa Magna Plus,2015-01-01,Medio
Hyundai,EON Era Plus,2012-01-01,Medio
Chevrolet,Beat Diesel,2012-01-01,Medio
Maruti,Wagon R LX BS IV,2011-01-01,Medio
Mahindra,Xylo E4,2010-01-01,Medio
Chevrolet,Beat Diesel PS,2012-01-01,Medio
Maruti,Wagon R LXI DUO BSIII,2009-01-01,Antiguo
Maruti,Wagon R VXI BSIII,2004-01-01,Antiguo
Maruti,Alto LX,2012-01-01,Medio
Hyundai,i10 Magna 1.1,2008-01-01,Antiguo
Hyundai,Santro Xing GLS,2010-01-01,Medio
Mahindra,Jeep MM 775 XDB,2000-01-01,Antiguo
Chevrolet,Beat LT,2012-01-01,Medio
Hyundai,Verna CRDi,2007-01-01,Antiguo
Maruti,Alto K10 VXI,2015-01-01,Medio
Mahindra,Bolero SLX,2008-01-01,Antiguo
Mahindra,Bolero SLX,2008-01-01,Antiguo
Hyundai,Verna SX,2007-01-01,Antiguo
Maruti,Alto 800 Base,2015-01-01,Medio
Hyundai,Verna SX,2007-01-01,Antiguo
Maruti,Alto LX,2011-01-01,Medio
Maruti,Alto LXi,2009-01-01,Antiguo
Hyundai,Santro Xing GLS,2009-01-01,Antiguo
Tata,Indica Vista Aqua 1.4 TDI,2010-01-01,Medio
Maruti,Alto LX,2006-01-01,Antiguo
Maruti,Alto LXi BSIII,2010-01-01,Medio
Hyundai,EON Sportz,2012-01-01,Medio
Mahindra,Jeep MM 550 XDB,2002-01-01,Antiguo
Hyundai,EON Sportz,2012-01-01,Medio
Tata,Indica Vista Quadrajet LS,2012-01-01,Medio
Hyundai,Santro Xing XL eRLX Euro III,2005-01-01,Antiguo
Chevrolet,Beat LS,2011-01-01,Medio
Maruti,Alto LXi,2009-01-01,Antiguo
Maruti,Alto LXi,2011-01-01,Medio
Hyundai,Santro Xing XS,2009-01-01,Antiguo
Maruti,Swift 1.3 VXi,2008-01-01,Antiguo
Toyota,Qualis FS B3,2001-01-01,Antiguo
Ford,Fiesta 1.4 ZXi Duratec,2010-01-01,Medio
Maruti,Wagon R LXI Minor,2009-01-01,Antiguo
Chevrolet,Spark 1.0 LT BS3,2013-01-01,Medio
Maruti,Wagon R VXI BSIII,2006-01-01,Antiguo
Maruti,Ritz VDi,2011-01-01,Medio
Maruti,Alto LXi,2006-01-01,Antiguo
Hyundai,i10 Sportz 1.2,2008-01-01,Antiguo
Ford,Fiesta 1.4 ZXi TDCi ABS,2009-01-01,Antiguo
Ford,Figo Diesel Titanium,2011-01-01,Medio
Hyundai,Santro Xing XS,2009-01-01,Antiguo
Maruti,A-Star AT VXI,2012-01-01,Medio
Ford,Figo Diesel Titanium,2011-01-01,Medio
Tata,Indigo LS,2012-01-01,Medio
Hyundai,EON Sportz,2012-01-01,Medio
Maruti,Ritz VDi,2011-01-01,Medio
Tata,New Safari DICOR 2.2 EX 4x2,2009-01-01,Antiguo
Hyundai,Getz 1.3 GLS,2010-01-01,Medio
Maruti,Alto LX,2009-01-01,Antiguo
Hyundai,i10 Magna 1.2,2010-01-01,Medio
Maruti,Wagon R LXI Minor,2009-01-01,Antiguo
Tata,Indigo TDI,2010-01-01,Medio
Mahindra,Jeep CL 500 MDI,1997-01-01,Antiguo
Maruti,Swift Dzire LXi,2011-01-01,Medio
Maruti,Swift Dzire VDi,2009-01-01,Antiguo
Mahindra,Scorpio 1.99 S10,2015-01-01,Medio
Mahindra,Renault Logan 1.5 DLX Diesel,2007-01-01,Antiguo
Maruti,Alto LXi,2011-01-01,Medio
Tata,Xenon XT EX 4X4,2010-01-01,Medio
Hyundai,Verna XXi (Petrol),2007-01-01,Antiguo
Maruti,Swift Dzire LXI Option,2014-01-01,Medio
Tata,Indica Vista Quadrajet LX,2012-01-01,Medio
Maruti,Swift VXi BSIV,2008-01-01,Antiguo
Tata,Indigo GLX,2008-01-01,Antiguo
Fiat,Grande Punto 1.3 Dynamic (Diesel),2010-01-01,Medio
Maruti,Wagon R LXI Minor,2008-01-01,Antiguo
Tata,Indigo CR4,2010-01-01,Medio
Chevrolet,Beat Diesel LT,2012-01-01,Medio
Ford,Fiesta Classic 1.4 Duratorq CLXI,2011-01-01,Medio
Maruti,A-Star Vxi,2011-01-01,Medio
Tata,Indica Vista Terra 1.4 TDI,2009-01-01,Antiguo
Maruti,Omni MPI STD BSIV,2014-01-01,Medio
Maruti,Alto 800 LXI,2016-01-01,Medio
Maruti,Alto LXi,2012-01-01,Medio
Hyundai,Santro Xing GL,2011-01-01,Medio
Hyundai,i10 Magna 1.2 iTech SE,2009-01-01,Antiguo
Maruti,Alto LXi,2009-01-01,Antiguo
Tata,Indica Vista Aqua TDI BSIII,2009-01-01,Antiguo
Tata,Indigo CR4,2011-01-01,Medio
Hyundai,i10 Magna 1.1,2008-01-01,Antiguo
Mahindra,Verito 1.5 D2 BSIII,2011-01-01,Medio
Chevrolet,Tavera LS B3 7 Seats BSII,2005-01-01,Antiguo
Mahindra,Verito 1.5 D4 BSIV,2012-01-01,Medio
Maruti,Omni BSIII 8-STR W/ IMMOBILISER,2008-01-01,Antiguo
Hyundai,Verna CRDi,2008-01-01,Antiguo
Hyundai,Accent Executive,2011-01-01,Medio
Tata,Indica Vista Aqua TDI BSIII,2009-01-01,Antiguo
Tata,Indigo CR4,2011-01-01,Medio
Chevrolet,Optra Magnum 2.0 LS,2009-01-01,Antiguo
Hyundai,i10 Sportz 1.2,2008-01-01,Antiguo
Chevrolet,Beat Diesel LT,2012-01-01,Medio
Maruti,Alto LX,2009-01-01,Antiguo
Maruti,Alto LXi,2011-01-01,Medio
Maruti,Alto 800 VXI,2017-01-01,Medio
Tata,Manza Aura (ABS) Safire BS IV,2010-01-01,Medio
Tata,Indica Vista TDI LS,2013-01-01,Medio
Maruti,Omni BSIII 8-STR W/ IMMOBILISER,2008-01-01,Antiguo
Hyundai,Santro Xing XS,2008-01-01,Antiguo
Maruti,Ritz VXI,2009-01-01,Antiguo
Maruti,Alto LXi,2009-01-01,Antiguo
Tata,Indica Vista Quadrajet LS,2012-01-01,Medio
Chevrolet,Aveo 1.6 LT,2006-01-01,Antiguo
Maruti,Alto 800 LX,2016-01-01,Medio
Maruti,SX4 ZXI MT BSIV,2011-01-01,Medio
Maruti,Alto LX,2012-01-01,Medio
Ford,Figo Diesel Celebration Edition,2013-01-01,Medio
Tata,Indica Vista Quadrajet LX,2011-01-01,Medio
Maruti,Ritz VDi,2010-01-01,Medio
Maruti,Ritz VDi,2010-01-01,Medio
Hyundai,i10 Era 1.1 iTech SE,2011-01-01,Medio
Maruti,Alto LX,2011-01-01,Medio
Honda,City 1.3 EXI,2002-01-01,Antiguo
Hyundai,Santro AT,2006-01-01,Antiguo
Hyundai,Accent GLX,2010-01-01,Medio
Tata,Indica Vista Terra TDI BSIII,2009-01-01,Antiguo
Hyundai,Santro Xing XS eRLX Euro III,2006-01-01,Antiguo
Maruti,Zen Estilo LXI Green (CNG),2010-01-01,Medio
Maruti,Wagon R VXI Minor,2009-01-01,Antiguo
Hyundai,Accent GLX,2008-01-01,Antiguo
